date,ticker,entry_exit_flag,weight,capital_invested,stock_return,total_capital,portfolio_return,transaction_cost_usd,is_signal_day,metric_name,metric_value,domestic_mcap_rank,global_marketcap_rank,market_cap,price,close_adj,close_unadj,volume,avg_10d_dollar_volume,vol_20d,vol_60d,sector,fcf_yield_ttm,net_debt_to_mcap,revenue_quarterly,revenue_screen_ratio_max
2022-02-02,LMT,0,0.1,98522256.41730997,1.0060932869138302,999547914.722155,0.9928938621504195,0.0,False,vol_60d,0.15117601706540545,82.0,103.0,105483141850.91568,387.34,343.821,387.34,1620000.0,975554696.0,0.1851363505955109,0.15117601706540545,Industrials,0.072987966275041,0.07655769910860974,17729000000.0,190.25778755854202
2022-02-02,ABBV,0,0.1,100507940.80796449,1.0152201745224219,999547914.722155,0.9928938621504195,0.0,False,vol_60d,0.16197313882652561,25.0,29.0,247653052249.49387,138.62,118.724,138.62,11361000.0,1245376453.0,0.16028375451261367,0.16197313882652561,Healthcare,0.08752971062986081,0.33269564833197757,14342000000.0,70.93681452291253
2022-02-02,MO,0,0.1,100038831.71996784,0.9984196079518673,999547914.722155,0.9928938621504195,0.0,False,vol_60d,0.16147191821127851,95.0,117.0,94549551813.21089,50.5,36.067,50.5,6800000.0,474100109.0,0.16483633639185574,0.16147191821127851,Consumer Defensive,0.08579628189064091,0.3073524205513047,6786000000.0,445.7687793336847
2022-02-02,PM,0,0.1,100367295.3597959,0.9991410147792527,999547914.722155,0.9928938621504195,0.0,False,vol_60d,0.1758480678246498,51.0,60.0,163930328992.50296,103.9,84.984,103.9,7525000.0,704663458.0,0.17001380859332724,0.1758480678246498,Consumer Defensive,0.06403940054607044,0.1666528522754607,8122000000.0,81.71754677773652
2022-02-02,GD,0,0.1,100592132.2925226,0.9910758501682213,999547914.722155,0.9928938621504195,0.0,False,vol_60d,0.1769534901491419,145.0,180.0,60112536140.07273,214.08,195.873,214.08,1889000.0,337389388.0,0.13463331702245654,0.1769534901491419,Industrials,0.07444370654354804,0.18323647735011642,9568000000.0,93.99268001747308
2022-02-02,GILD,0,0.1,95585142.46947083,0.9934701989105168,999547914.722155,0.9928938621504195,0.0,False,vol_60d,0.171789822369722,105.0,132.0,83394900929.01712,65.82,56.357,65.82,18313000.0,771315328.0,0.21981365270209027,0.171789822369722,Healthcare,0.11380791744183992,0.2758343606838931,7421000000.0,61.42964602853438
2022-02-02,AMGN,0,0.1,99907993.9668175,0.9786429948117171,999547914.722155,0.9928938621504195,0.0,False,vol_60d,0.16986580365294066,66.0,81.0,130042781587.57999,228.93,198.717,228.93,2381000.0,678721527.0,0.16522152785604383,0.16986580365294066,Healthcare,0.06028785223053685,0.20843983352198356,6706000000.0,50.557601974777796
2022-02-03,SC,0,0.1,100000000.0,,992444989.4528786,0.995613820586776,0.0,False,,,,,,,,,,,,,,,,,
2022-02-03,WTW,0,0.1,101402376.21042512,1.0150624441253757,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.18026711115738633,307.0,374.0,29297449697.565266,234.33,221.478,234.33,882000.0,257980277.0,0.21804715021886636,0.18026711115738633,Financial Services,0.07652543218416445,0.11060122519692017,1973000000.0,15.808042513299236
2022-02-03,AMCR,0,0.1,98493804.82571472,0.9829777236710024,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.18034674683053548,444.0,530.0,18214246160.03472,58.8,46.821,11.76,1966000.0,116755610.0,0.1933676981117423,0.18034674683053548,Consumer Cyclical,0.05396874464982668,0.3438226263882191,3420000000.0,17.545640392353388
2022-02-03,LMT,0,0.1,99122580.79305859,0.9990489020455833,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.15122810118976085,82.0,102.0,106125880898.78555,389.7,345.916,389.7,1647000.0,960623369.0,0.17764385349376413,0.15122810118976085,Industrials,0.07254592315085417,0.07655769910860974,17729000000.0,190.25778755854202
2022-02-03,ABBV,0,0.1,102037689.20795095,0.9994275331657416,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.16169302283591727,23.0,27.0,251422374925.7416,140.73,120.531,140.73,10269000.0,1301959260.0,0.16679589994005867,0.16169302283591727,Healthcare,0.08621746575420096,0.33269564833197757,14342000000.0,70.93681452291253
2022-02-03,MO,0,0.1,99880731.14581312,0.9954457095251319,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.16132089915746606,93.0,115.0,94400126453.37077,50.42,36.01,50.42,6014000.0,456775286.0,0.16150584094472464,0.16132089915746606,Consumer Defensive,0.0859320882796375,0.3073524205513047,6786000000.0,445.7687793336847
2022-02-03,PM,0,0.1,100281081.33643545,0.9978801333160603,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.17239146011769046,50.0,59.0,163789515262.66614,103.81,84.911,103.81,3816000.0,687258376.0,0.16843132746839762,0.17239146011769046,Consumer Defensive,0.06409445673713947,0.1666528522754607,8122000000.0,81.71754677773652
2022-02-03,GD,0,0.1,99694433.03204602,1.0005666452028332,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.17753879671158165,145.0,179.0,59576082860.790504,212.17,194.125,212.17,1381000.0,347192231.0,0.13529904879414606,0.17753879671158165,Industrials,0.07511403545037675,0.18323647735011642,9568000000.0,93.99268001747308
2022-02-03,GILD,0,0.1,94960990.50203528,0.9772098090696387,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.17197541498275007,104.0,131.0,82850348814.0735,65.39,55.989,65.39,11405000.0,787372593.0,0.2193322997338674,0.17197541498275007,Healthcare,0.11455594497615194,0.2758343606838931,7421000000.0,61.42964602853438
2022-02-03,AMGN,0,0.1,97774258.42131725,0.9913818370673563,992444989.4528786,0.995613820586776,0.0,False,vol_60d,0.17437222363116825,66.0,81.0,127265457226.5153,224.04,194.473,224.04,2991000.0,698486931.0,0.1777496148333596,0.17437222363116825,Healthcare,0.06160351890337266,0.20843983352198356,6706000000.0,50.557601974777796
2022-02-04,SC,0,0.1,100000000.0,,988091947.6713831,1.0015914069888177,0.0,False,,,,,,,,,,,,,,,,,
2022-02-04,WTW,0,0.1,102929743.83627498,0.9917620788740914,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.1827197955054965,306.0,374.0,29738740896.65085,237.86,224.814,237.86,807000.0,252377743.0,0.2207812247972538,0.1827197955054965,Financial Services,0.07538987638351871,0.11060122519692017,1973000000.0,15.808042513299236
2022-02-04,AMCR,0,0.1,96817216.06327705,0.9939596732139754,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.18245939527578592,464.0,555.0,17498411210.622757,57.8,46.024,11.56,2025000.0,120095110.0,0.20002233187231194,0.18245939527578592,Consumer Cyclical,0.049433059355405054,0.36570091444721986,3507000000.0,17.545640392353388
2022-02-04,LMT,0,0.1,99028305.50922981,1.0077317723178245,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.1489743550788211,82.0,103.0,106024944790.55205,389.33,345.587,389.33,1645000.0,920954874.0,0.17784826401073955,0.1489743550788211,Industrials,0.07261498711656074,0.07655769910860974,17729000000.0,190.25778755854202
2022-02-04,ABBV,0,0.1,101979276.01503503,1.0133652106058342,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.1611992388098268,23.0,27.0,251278443954.70615,140.65,120.462,140.65,6921000.0,1299275483.0,0.16512903372373064,0.1611992388098268,Healthcare,0.08626685066510265,0.33269564833197757,14342000000.0,70.93681452291253
