our_stage1_rank,ticker,category,sector,fcf_yield_ttm,fcf_yield_q_ann,signal_70d_return,stage2_rank,net_debt_to_mcap,domestic_mcap_rank,global_marketcap_rank,marketcap_ffill,avg_10d_dollar_volume,combined_10d_dollar_volume,revenue_screen_ratio_max,revenue_quarterly,close_price,close_adj_price
18,HIG,Domestic Common Stock Primary Class,Financial Services,0.1820783529576669,0.33987959218764485,0.17830219600131114,136.0,0.2982160405323686,137,161,18124065526.708977,135568176.0,135568176.0,93.76407645551419,4947000000,63.74,63.74
19,ALL,Domestic Common Stock Primary Class,Financial Services,0.1748160670451764,0.21093095092812192,0.18675352877307239,139.0,0.14362638780027212,79,93,31953584669.974594,206374100.0,206374100.0,156.44971183704854,8127000000,45.16,45.16
20,AFL,Domestic Common Stock Primary Class,Financial Services,0.1717711019386195,0.21839392206592945,0.09707776126795364,72.0,0.010878461087814175,127,151,18681838585.08808,55319418.0,55319418.0,50.09386582113506,2931000000,36.43,18.215
21,CI,Domestic Common Stock,Healthcare,0.16432069998911802,0.08712143151116714,0.2571760773199627,171.0,-0.05215244829785815,295,332,8264327014.733581,58484367.8,58484367.8,132.46277698770544,4773000000,58.48,19.493
22,PNC,Domestic Common Stock Primary Class,Financial Services,0.16238113674545457,-0.13764414630162483,0.12546314544737935,93.0,0.6902596405829136,164,191,15402035298.721413,58164175.0,58164175.0,30.23742710582979,1368000000,55.03,55.03
23,LPX,Domestic Common Stock,Basic Materials,0.15191937966412078,0.3050942913915814,0.360518229382941,190.0,0.27302822471194615,829,889,2230130222.681625,36051478.0,36051478.0,17.212777992110414,674800000,21.06,21.06
24,SUN1,Domestic Common Stock,Energy,0.1515769708100243,0.12966222804230995,0.36734274359325814,193.0,0.3218972809480263,502,549,4380612677.846755,119724062.99920002,119724062.99920002,77.88230190180032,4594000000,56.71,28.355
25,EQR,Domestic Common Stock,Real Estate,0.1497252941557118,0.19343278934795444,-0.0332642291745201,17.0,0.653585760953593,303,340,7951702527.7093525,32851903.0,32851903.0,10.841045731142778,472976000,28.45,28.45
26,EKDKQ,Domestic Common Stock,Technology,0.14842482236527826,0.24804555059688874,0.2819825501944704,180.0,0.28707848793632984,304,341,7950152684.67684,93060818.9,93060818.9,87.00488159805909,3447000000,27.46,27.46
27,ABKFQ,Domestic Common Stock,Financial Services,0.1401699678700283,0.1437169638795634,0.07371748814484902,62.0,0.12146925137745028,301,338,7984220992.600375,48134790.7,48134790.7,6.058167849276503,324434000,74.72,74.72
28,FHN,Domestic Common Stock Primary Class,Financial Services,0.13630786254985813,1.6989896918408414,0.03038911845730019,40.0,0.5364962834362709,412,454,5663165613.191573,49785938.0,49785938.0,12.082009566946217,722126000,44.7,44.7
29,AON,Domestic Common Stock,Financial Services,0.13585432311708173,0.1626095722204458,0.1465212812093435,112.0,0.14323865419409826,315,353,7699423735.66234,33604266.0,33604266.0,40.85408386039624,2391000000,24.55,24.55
30,DPHIQ,Domestic Common Stock,Consumer Cyclical,0.13468086355336623,-0.049362669447161375,0.29439685112294534,182.0,0.3877328094131203,367,409,6563664478.210908,33862409.8,33862409.8,169.54263502010568,6563000000,11.63,11.63
31,LUMN,Domestic Common Stock,Communication Services,0.13424525122769795,0.1283795395673545,-0.10941524372794031,8.0,0.6393397707950293,484,529,4584780425.164201,31053912.1,31053912.1,10.386580732277364,603752000,31.74,31.74
32,PGR,Domestic Common Stock,Financial Services,0.1269349525215728,0.16288127812106382,0.15374163879598712,119.0,0.08953718033341106,133,157,18391309514.243114,51743239.3,51743239.3,50.75937681683868,3080600000,85.12,21.28
33,BNY,Domestic Common Stock Primary Class,Financial Services,0.1267475462797165,-0.0021502158714523244,0.08471841213490405,69.0,-0.02389556135770235,97,113,26043896681.95306,95950214.0,95950214.0,40.10702471700671,1430000000,33.81,33.81
34,AIG,Domestic Common Stock Primary Class,Financial Services,0.12653749842215625,0.1625254280391077,0.15196289191692025,116.0,0.5721535693943016,9,9,182839081604.20035,403062880.0,403062880.0,334.3363206015892,20306000000,70.03,1400.6
35,MON2,Domestic Common Stock,Basic Materials,0.12389160020934532,0.31983731100069485,0.16613735609368807,127.0,0.06140652086087215,314,352,7716423053.577506,37084473.2,37084473.2,38.57098485682512,1028000000,29.06,14.53
36,NVR,Domestic Common Stock,Consumer Cyclical,0.1238413334087967,0.1092135926754011,-0.12815533980582483,6.0,0.022891083005295243,648,699,3182241253.0,34798422.5,34798422.5,15.80995558548581,956848000,449.0,449.0
37,EPC,Domestic Common Stock,Consumer Defensive,0.1192913841834312,0.11269738807278928,0.037313432835822,44.0,0.2998273919228799,652,703,3169549943.5114746,24718191.0,24718191.0,11.521002611299545,703500000,38.37,38.37
38,TOY,Domestic Common Stock,Consumer Cyclical,0.11832231539521197,-0.4356854572360682,0.048621190130623715,48.0,0.9658106882991591,662,714,3084794265.3999996,63649457.6,63649457.6,110.59105858910735,2321000000,14.45,14.45
39,CMA,Domestic Common Stock Primary Class,Financial Services,0.11776796163517378,0.11060970917941383,0.2057996104739228,151.0,0.340657906693039,247,282,10198019761.27009,75258953.0,75258953.0,13.299901570476242,603000000,57.62,57.62
40,PHS,Domestic Common Stock Primary Class,Healthcare,0.11472364687037435,0.12491262600392836,0.27320457528595576,177.0,0.039075955810355945,750,809,2578570400.0000005,50314324.9,50314324.9,59.116983748635406,2742167000,33.95,33.95
41,VLO,Domestic Common Stock,Energy,0.11207610782237931,0.21905929396012908,0.32730229721488113,187.0,0.7546971835769432,378,420,6283230330.553874,95080635.8,95080635.8,165.15998085362662,9922300000,52.25,13.062
42,BAC,Domestic Common Stock Primary Class,Financial Services,0.11205971139746661,1.1765456018899276,0.025363842853537877,38.0,0.8120227446962645,14,15,122898763777.39226,572924730.5,572924730.5,170.21990527818983,9976000000,81.85,40.925
43,M,Domestic Common Stock,Consumer Cyclical,0.11177111572089976,-0.11838545456496505,0.08487052914176907,70.0,0.4702889870337719,279,316,8920014742.35596,90265136.0,90265136.0,121.56473412691389,3486000000,49.34,24.67
44,FBF,Domestic Common Stock,Financial Services,0.11159966080406057,0.08833746237788435,0.41109661820379806,197.0,0.3910287082046074,55,64,47544947375.02769,218550511.3,218550511.3,151.86958807448727,2657000000,44.7,44.7
45,RDN,Domestic Common Stock,Financial Services,0.10917461575481738,0.0971846995089719,0.015238194299979746,35.0,0.1431069231729085,478,523,4631058204.367351,92243442.0,92243442.0,6.180231472023985,347184000,49.3,49.3
46,GR,Domestic Common Stock,Industrials,0.10890441689099094,0.10864549055506371,0.29342506233262555,181.0,0.5686876977664125,548,598,3862102309.5969024,24898286.0,24898286.0,28.769069896210702,1063900000,32.6,32.6
47,MI2,Domestic Common Stock,Financial Services,0.10739994998823148,0.1392846155964752,0.1432326873967249,108.0,0.730869925351614,283,320,8747182844.153479,25540352.1983,25540352.1983,9.486650696778101,575854000,38.63,38.63
48,T,Domestic Common Stock Primary Class,Communication Services,0.107148281739671,0.09062404641141962,0.21592304543593865,157.0,0.17080463825356215,21,25,88718174903.5968,302705008.0,302705008.0,570.4775600832256,10239000000,26.49,26.49
49,UPBD,Domestic Common Stock,Technology,0.10630590402518367,0.15203414796950232,-0.01215458134219849,21.0,0.2101678530464182,734,790,2633908272.2411027,25974345.0,25974345.0,9.65452413763292,549825000,32.56,32.56
50,KG1,Domestic Common Stock,Healthcare,0.10308322245937235,0.1451348972793104,0.1336346029696578,103.0,0.03297313018864663,510,557,4234433010.3963823,30319762.0,30319762.0,6.9844777181363416,424204000,17.56,17.56
51,TXT,Domestic Common Stock,Industrials,0.10194411913487399,0.08539556943640002,0.36327421555252415,191.0,0.980609495316114,307,344,7916101554.934462,43867089.5,43867089.5,69.43930144839688,2243000000,57.84,28.92
52,BLS,Domestic Common Stock,Communication Services,0.1015041626440563,0.12446213398641928,0.2181382709225732,160.0,0.2118459563045144,50,58,54795782311.945305,165802969.9,165802969.9,141.36040497095712,5728000000,29.4,29.4
53,MAY1,Domestic Common Stock,Consumer Cyclical,0.1008064061205596,0.0008625147047748416,0.20752547480274375,153.0,0.5170402092991541,269,305,9275204185.751698,53376527.3,53376527.3,103.60051911279548,2976000000,32.14,32.14
54,VZ,Domestic Common Stock Primary Class,Communication Services,0.09954764910489589,0.09539539422244568,0.15614904156795184,122.0,0.49912544137971065,18,21,103317356989.13828,315545684.0,315545684.0,467.9347136500634,17155000000,37.02,37.02
55,LNC,Domestic Common Stock Primary Class,Financial Services,0.09917442671933854,0.09058514307940381,0.18276322954309165,137.0,-0.06152566315670419,305,342,7932559088.305735,37966903.0,37966903.0,38.744210550969676,1268849000,44.2,44.2
56,STK1,Domestic Common Stock,Technology,0.09847594860101093,0.13067504816981343,0.17559999999999953,133.0,-0.349699016991772,635,686,3251271041.7974405,36699893.4,36699893.4,14.929631385522374,520260000,29.39,29.39
57,MTG,Domestic Common Stock,Financial Services,0.09807879079077071,0.1187242831019345,0.25449241800084677,169.0,0.11662241602620652,347,388,6849146432.005284,145924657.0,145924657.0,7.70077470885641,445591000,69.57,69.57
58,THC,Domestic Common Stock,Healthcare,0.09619377414155794,-0.0038143751828127064,0.17666232073011767,135.0,0.6228928650540454,290,327,8389316327.400001,59164092.0,59164092.0,67.00763484136243,3297000000,18.05,72.2
59,RSHCQ,Domestic Common Stock,Consumer Cyclical,0.09418949531222956,0.07310881584343137,0.1311808347494514,99.0,0.005268935824525411,424,467,5493181572.794995,52263323.2,52263323.2,31.161865825570064,1063600000,33.2,33.2
60,SPGI,Domestic Common Stock,Financial Services,0.09369856597626487,0.15261246550612953,0.11752147120190193,88.0,0.0012325747098838288,185,213,13701554411.464613,43196482.0,43196482.0,29.01548977136923,1622606000,71.22,35.61
61,X,Domestic Common Stock,Basic Materials,0.09313333103057196,0.10131217879812927,0.8667802177748043,200.0,0.6829452003112519,553,603,3790264946.972896,102118549.7,102118549.7,41.34755635599337,2508000000,36.62,36.62
62,TTWO,Domestic Common Stock,Communication Services,0.09304055215004783,0.04313553380635695,-0.1315649058617273,5.0,-0.1459224800170157,1109,1171,1480171783.352096,51542010.779999994,51542010.779999994,7.043257193099246,155587000,34.181,22.787
63,EOG,Domestic Common Stock,Energy,0.09274323938948328,0.0930910026214376,0.10159977547010945,78.0,0.1723919702150049,432,476,5331213393.610088,47263030.2,47263030.2,11.663005813365103,458724000,46.27,11.568
64,AZO,Domestic Common Stock,Consumer Cyclical,0.09239953514992694,0.05361596229615816,-0.07233721431651574,10.0,0.19947206096429385,323,361,7509107041.222476,81206805.3,81206805.3,32.569774919189335,1282040000,86.05,86.05
65,ELV,Domestic Common Stock Primary Class,Healthcare,0.09076581030826891,0.11222963564963337,0.06611769570011017,57.0,0.14549558113593142,238,272,10813543080.445389,138684080.5,138684080.5,70.17012366491937,4261800000,78.2,39.1
66,MTB,Domestic Common Stock Primary Class,Financial Services,0.09040262836434848,0.16814394128415386,-0.0026932957653109657,25.0,0.771627053611313,232,266,11003596001.554916,42472438.0,42472438.0,10.521908998854808,628192000,91.38,91.38
67,SWY,Domestic Common Stock,Consumer Defensive,0.0890170309395816,0.1050173097339527,-0.0542872911544835,13.0,0.7436811442425459,252,288,10093574123.021893,79550012.7,79550012.7,209.00042330649566,7778300000,22.82,22.82
68,KMG1,Domestic Common Stock,Energy,0.08892634125656604,0.07571409607966054,0.13884105076770048,104.0,0.4301112176855663,244,279,10338893819.407131,102386509.06909999,102386509.06909999,22.856662030771755,1006100000,101.44,50.72
69,CAG,Domestic Common Stock,Consumer Defensive,0.08879038898606145,0.0017594899295679776,0.18849545873371043,140.0,0.37811029109615346,178,205,14094993999.817522,37641132.0,37641132.0,157.43176258715815,3872800000,26.25,26.25
70,AT1,Domestic Common Stock,Communication Services,0.08819842101188502,0.08829323763305454,0.029950965233909166,39.0,0.3749165872879971,161,188,15820011106.683859,73539802.99649999,73539802.99649999,36.914050101846186,2050200000,50.28,50.28
71,SPXC,Domestic Common Stock,Industrials,0.08556644978958643,0.08800871339214343,0.2596522251694673,173.0,0.46867409779431163,483,528,4585909558.769093,43957184.6,43957184.6,25.482250224968386,1241900000,61.66,61.66
72,PPMIQ,Domestic Common Stock,Financial Services,0.08455596091926641,0.1022602463759076,0.17583829886669022,134.0,0.03289558337906467,560,611,3705995373.8707824,43629349.6,43629349.6,5.127137981140739,288947000,41.5,41.5
73,CYN1,Domestic Common Stock Primary Class,Financial Services,0.08382466342414244,0.0681045086281303,0.08443185277107834,68.0,-0.16861374454788605,700,753,2846155179.804598,34746004.1,34746004.1,2.863724116316055,173929000,58.14,58.14
74,ANF,Domestic Common Stock,Consumer Cyclical,0.08175309239343485,0.050196549660799186,-0.15533648919037613,4.0,-0.18195030389300526,763,822,2517702926.8745937,56383814.0,56383814.0,9.14928670546684,444979000,26.1,26.1
75,CVH,Domestic Common Stock,Healthcare,0.08153379399247977,0.0948563564859408,0.2001698153258331,148.0,-0.03400186444744444,546,595,3882586403.733376,37513894.2975,37513894.2975,18.94498249232818,1149989000,64.63,28.724
76,FCX,Domestic Common Stock Primary Class,Basic Materials,0.08112721560576101,0.09119644894410682,0.08422853883448989,67.0,0.27012078336431844,356,397,6652144979.590263,186908832.5,186908832.5,11.996487443279397,631990000,38.73,19.365
77,LNCR,Domestic Common Stock,Healthcare,0.08102306873376795,0.0867939577014459,-0.16695682451253435,3.0,0.10265998574554751,675,727,3013573835.4012475,41576856.413550004,41576856.413550004,4.880735444458238,296268000,30.64,20.427
78,MRO,Domestic Common Stock,Energy,0.07999096048420376,0.0926894095993091,0.1755841517101253,132.0,0.43546748576249955,239,273,10788719059.954546,80776225.15,80776225.15,216.21012010012427,10328000000,34.48,17.24
79,OXY,Domestic Common Stock Primary Class,Energy,0.07915449364587764,0.10936044451581067,0.2547960308710042,170.0,0.292945161186089,144,169,17446893238.662292,68419384.5,68419384.5,100.72541421403962,2349000000,45.0,22.5
80,LH,Domestic Common Stock,Healthcare,0.07877726383063505,0.09539809891957463,0.42310661291705953,198.0,0.17215459551853482,398,440,5824015428.948942,33085889.0,33085889.0,12.460030569857631,752000000,40.7,40.7
81,DE,Domestic Common Stock,Industrials,0.0784574153670683,0.2953501502633374,0.14213682925534754,106.0,0.6333260428781368,158,184,16147613250.738928,115143835.5,115143835.5,96.8013516862526,3939400000,65.87,32.935
82,GAP,Domestic Common Stock,Consumer Cyclical,0.07758717797716509,0.060639132471523007,0.031893194882254505,41.0,-0.026746715016496263,142,167,17702100215.6339,172893371.0,172893371.0,89.98422644393327,3929456000,19.74,19.74
83,PPG,Domestic Common Stock,Basic Materials,0.07751167767997286,0.12254963503516905,0.11152141802067961,86.0,0.14735014055653606,243,278,10346828039.39899,38616614.0,38616614.0,47.176129167172974,2206000000,60.43,30.215
84,GE,Domestic Common Stock Primary Class,Industrials,0.07529402644924377,0.10107412581081075,0.13075741462838297,96.0,0.9684970471597554,1,1,342085570591.22046,811077496.0,811077496.0,692.9791335410316,33394000000,33.85,270.8
85,CVX,Domestic Common Stock,Energy,0.07467017019965774,0.05845516111698725,0.19179315667609997,143.0,0.11120443134776735,20,23,93678640095.45357,264301694.5,264301694.5,1269.9839247366738,30970000000,86.78,43.39
86,HSH,Domestic Common Stock,Consumer Defensive,0.07367381523317418,0.0529658149103105,0.14231697872534266,107.0,0.3602210350387136,149,174,17143132821.37845,39853298.049,39853298.049,128.3673921768302,4666000000,21.5,107.5
87,MAT,Domestic Common Stock,Consumer Cyclical,0.0734889353222933,-0.006795640825761636,-0.041644976574700454,15.0,0.03183731759468962,292,329,8334166188.609946,60262381.8,60262381.8,39.407313392591824,1704674000,19.0,19.0
88,AXP,Domestic Common Stock,Financial Services,0.07331859194285013,0.08164640177721542,0.07205123047005957,61.0,0.4829586776626379,38,43,64963058806.59343,276858495.0,276858495.0,122.53696023917422,6419000000,50.4,50.4
89,WLP1,Domestic Common Stock,Healthcare,0.07309170268105271,0.08527622923004631,0.26196157227175765,174.0,0.01487705144175304,166,193,15268545663.382084,123687936.99769998,123687936.99769998,83.13144350164038,5049009000,100.49,100.49
90,CA1,Domestic Common Stock,Technology,0.07299108752921118,0.03273686649981233,0.09767679346438563,74.0,0.1579247335863954,155,181,16495164557.154415,114957116.1,114957116.1,13.778926649715546,833000000,28.44,28.44
91,KRB,Domestic Common Stock,Financial Services,0.07281123783177106,-0.10548001594105573,0.1307952103162422,98.0,0.16419041029951784,73,87,34457180988.966225,141837338.4,141837338.4,37.8415665003488,2298317000,26.86,26.86
92,UNH,Domestic Common Stock,Healthcare,0.07257017866963615,0.06335306594471452,0.13299969669396416,102.0,-0.010876864097062846,74,88,34284055043.135727,145335048.5,145335048.5,119.17296801508435,7238000000,58.44,29.22
93,COST,Domestic Common Stock,Consumer Defensive,0.07218153041223078,0.11507015603990535,0.10790646892912314,83.0,-0.02892572738017396,153,179,16742620904.519152,139616613.0,139616613.0,225.10797906018266,10521478000,36.55,36.55
94,MEL,Domestic Common Stock,Financial Services,0.0720398683354806,0.16841566148294695,0.05462113199822638,50.0,0.22349294070370046,174,201,14464212998.662592,55533248.8,55533248.8,27.39738147365263,1058000000,33.62,33.62
95,TYC,Domestic Common Stock,Industrials,0.07202254244864109,0.10698093503439367,0.3053258096931286,184.0,0.33203359745417066,45,52,56701691736.47455,612363618.0,612363618.0,191.5452815834995,9472800000,28.35,113.4
96,WHR,Domestic Common Stock Primary Class,Consumer Cyclical,0.07179144126828531,0.15113987635428486,0.13077055581074815,97.0,0.29481326278518893,419,462,5557765563.013746,41897249.0,41897249.0,61.69909382515934,3113000000,79.38,79.38
97,MAS,Domestic Common Stock,Basic Materials,0.07149330371304077,0.0763368009295347,0.06814420378498931,60.0,0.2730643636648196,198,226,12664402859.80023,66438146.0,66438146.0,48.13201738065692,2917900000,27.18,27.18
98,NFB,Domestic Common Stock,Financial Services,0.07148457430074366,0.0426596880004489,0.15443607034245677,120.0,0.5369194614218011,365,407,6575012925.482448,31801353.585,31801353.585,4.282927953576774,227030000,43.35,28.9
99,PPL,Domestic Common Stock Primary Class,Utilities,0.07130448650007432,0.1760483183932869,0.13266741699493467,101.0,0.9720305209779391,296,333,8134130522.059023,38748062.0,38748062.0,30.55214228545663,1456000000,45.44,22.72
100,RIG,Domestic Common Stock,Energy,0.07102992966966251,0.06429331404375442,0.30617631532641254,185.0,0.4765813659424148,286,323,8461221949.607142,83886335.341116,83886335.341116,14.525509258229508,622900000,26.45,37.807
101,UCL1,Domestic Common Stock,Energy,0.07055204430739033,0.1338428211895416,0.24071482048110404,166.0,0.3200277101196905,248,283,10191058346.479193,55160275.8,55160275.8,52.88034044272423,1541000000,39.14,39.14
102,SANM,Domestic Common Stock,Technology,0.06951889620909099,0.04157761384198478,0.3358561967833502,189.0,0.1555681179144902,330,368,7304603894.64,102380305.2,102380305.2,46.94112399206194,2732013000,14.12,84.72
103,DVN,Domestic Common Stock,Energy,0.06930774110450318,0.09079242706995679,0.2477966796474682,167.0,0.693028924361873,179,206,14009979037.347542,94003854.0,94003854.0,32.091459914012475,1948000000,60.19,30.095
104,CSC,Domestic Common Stock,Technology,0.0691160146572567,0.10905420375646972,0.11829570664230604,90.0,0.28385345521491206,288,325,8410496509.132381,43143523.7,43143523.7,59.56853868209046,3591200000,44.9,44.9
105,CBE,Domestic Common Stock,Technology,0.06911424308622652,0.09014901272116503,0.14198141190429125,105.0,0.2047940699055585,427,471,5391074015.455055,29165976.9,29165976.9,33.65959430502566,1048700000,57.75,28.875
106,JNY,Domestic Common Stock,Consumer Cyclical,0.069080778122412,-0.053286962050687586,0.06745056523876136,59.0,0.18596623143695615,503,550,4368798502.315747,29194249.0,29194249.0,24.756728618411575,1180500000,34.58,34.58
107,FISV,Domestic Common Stock,Technology,0.06903070398547848,0.10117439096675188,0.002132196162046629,28.0,0.08815969306043234,332,370,7287496301.730104,67500103.3,67500103.3,13.167757643888786,796052000,37.6,9.4
108,BDK,Domestic Common Stock,Industrials,0.06855715982655972,0.1325470815073387,0.2400563649898979,165.0,0.19610933049353574,523,570,4116273204.9275026,37505512.8,37505512.8,28.77675014691979,1143800000,52.72,52.72
109,SIAL,Domestic Common Stock,Basic Materials,0.06816399383950185,0.07711315755968369,0.0451211932877571,47.0,0.02732701224717341,531,580,3982718510.2917967,32847852.7,32847852.7,7.435157286357136,314185000,57.27,28.635
110,MO,Domestic Common Stock,Consumer Defensive,0.06813667611793915,0.15466043993679435,0.20894970414201253,154.0,0.2029374449203006,16,19,111056195152.55084,349117579.0,349117579.0,445.7687793336847,20939000000,54.0,54.0
111,RYL,Domestic Common Stock,Consumer Cyclical,0.06785666673756083,0.02365997954141297,-0.02857294881345085,19.0,0.17351615686699629,901,962,1966527482.3488436,127394870.5,127394870.5,16.012921990682504,872184000,79.43,39.715
112,CMX,Domestic Common Stock,Consumer Defensive,0.0678062320000116,0.0866660416150506,0.150541880566891,114.0,0.00412504110231877,342,382,7018204462.385089,141297802.6,141297802.6,41.63912220931671,2256781000,26.37,26.37
113,COP,Domestic Common Stock,Energy,0.06756394342481566,0.0500117445991518,0.19605365474339065,146.0,0.4701758703037223,57,67,45749253867.03675,204862000.0,204862000.0,461.5338645330144,26493000000,67.2,33.6
114,CDNS,Domestic Common Stock,Technology,0.06723930675471534,0.052160458008339905,0.4291129643669451,199.0,0.006087543069789363,459,504,4958468730.444178,40452904.1,40452904.1,7.7743365476720205,268476000,18.85,18.85
115,TT2,Domestic Common Stock,Basic Materials,0.06705985936496504,0.09814401514530188,0.21454507729017624,156.0,0.23351340046665905,316,354,7666285090.191942,246534726.38519996,246534726.38519996,42.5326739502951,2234400000,105.3,35.1
116,HUM,Domestic Common Stock,Healthcare,0.06691760645928219,,0.22665550038882576,162.0,0.07124217956924236,552,602,3792111126.305847,37120498.0,37120498.0,57.83254795467179,3111765000,23.54,23.54
117,GD,Domestic Common Stock,Industrials,0.06685717581153625,0.06991600084866537,0.16010733452593895,124.0,0.23257795069234416,134,158,18307683283.696198,108523164.5,108523164.5,76.60176837267274,4427000000,92.27,46.135
118,ESRX,Domestic Common Stock,Healthcare,0.06681512334577788,0.11175378911156182,0.1449004143831032,111.0,0.038110899026330906,428,472,5381401425.231686,54496795.039999984,54496795.039999984,61.00721336940404,3248602000,68.52,8.565
119,HES,Domestic Common Stock Primary Class,Energy,0.06680801381065181,-0.15506986867599182,0.11424531110449476,87.0,0.9292884325797474,433,477,5313733783.586889,58321088.1,58321088.1,82.52167674684874,3296000000,58.77,19.59
120,BMC,Domestic Common Stock,Technology,0.06671866276608243,0.005977318683144293,0.40186915887850505,194.0,-0.10593561746771303,472,517,4751294268.462952,39784246.0,39784246.0,12.382915343950902,333800000,21.0,21.0
121,HET,Domestic Common Stock,Consumer Cyclical,0.06664725615772973,0.08536953041142643,0.24882096745097093,168.0,0.6395415711144052,399,441,5821514978.527759,28892641.7,28892641.7,19.988364397611967,1139280000,52.38,52.38
122,LXK,Domestic Common Stock,Technology,0.06648360318062899,0.02401988243945305,0.19530712119238602,145.0,-0.04479207007003264,253,289,10025028249.284103,75300571.2,75300571.2,21.595647689891642,1157100000,78.03,78.03
123,EXC,Domestic Common Stock Primary Class,Utilities,0.06583513360253594,0.14177075072944162,0.042073477604428255,46.0,0.6774880281665668,112,130,21979145796.770466,59465347.0,59465347.0,80.79755727281669,4441000000,66.68,33.34
124,CTXS,Domestic Common Stock,Technology,0.06520150025747534,0.07550728271395057,-0.06696670643097269,11.0,0.019644568919617293,564,615,3681234312.894227,101653846.2,101653846.2,2.9076141403520372,144341000,22.43,22.43
125,RRD,Domestic Common Stock,Industrials,0.06474163623606087,0.08009070637043632,0.2318038969201759,164.0,0.28526250919723994,567,618,3659700523.108312,35384115.273,35384115.273,38.1652259210081,1193774000,32.21,96.63
