RUN PARAMETERS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMARY STATISTICS,IS (2001-2021),OOS (2022-2026),,,,,,,,,,,,,,,,,,,,,,,,
,Portfolio,Portfolio,,,,,,,,,,,,,,,,,,,,,,,,
Annualized Return,12.06%,10.68%,,,,,,,,,,,,,,,,,,,,,,,,
Ann Std Dev,12.52%,11.87%,,,,,,,,,,,,,,,,,,,,,,,,
Info Ratio,0.963,0.900,,,,,,,,,,,,,,,,,,,,,,,,
Max Drawdown,-32.00%,-12.50%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,IS (2001-2021),OOS (2022-2026),,,,,,,,,,,,,,,,,,,,,,,,
,SPY,SPY,,,,,,,,,,,,,,,,,,,,,,,,
Annualized Return,8.45%,11.94%,,,,,,,,,,,,,,,,,,,,,,,,
Ann Std Dev,19.41%,17.62%,,,,,,,,,,,,,,,,,,,,,,,,
Info Ratio,0.436,0.678,,,,,,,,,,,,,,,,,,,,,,,,
Max Drawdown,-55.20%,-24.50%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL RETURNS,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Portfolio,SPY,Difference,,,,,,,,,,,,,,,,,,,,,,,
2001,7.98%,-10.13%,18.10%,,,,,,,,,,,,,,,,,,,,,,,
2002,4.33%,-21.59%,25.92%,,,,,,,,,,,,,,,,,,,,,,,
2003,28.93%,28.18%,0.76%,,,,,,,,,,,,,,,,,,,,,,,
2004,6.39%,10.70%,-4.31%,,,,,,,,,,,,,,,,,,,,,,,
2005,2.05%,4.83%,-2.78%,,,,,,,,,,,,,,,,,,,,,,,
2006,21.97%,15.85%,6.12%,,,,,,,,,,,,,,,,,,,,,,,
2007,6.27%,5.14%,1.13%,,,,,,,,,,,,,,,,,,,,,,,
2008,-17.88%,-36.81%,18.93%,,,,,,,,,,,,,,,,,,,,,,,
2009,16.50%,26.36%,-9.86%,,,,,,,,,,,,,,,,,,,,,,,
2010,15.81%,15.06%,0.75%,,,,,,,,,,,,,,,,,,,,,,,
2011,14.05%,1.89%,12.16%,,,,,,,,,,,,,,,,,,,,,,,
2012,17.77%,15.99%,1.78%,,,,,,,,,,,,,,,,,,,,,,,
2013,27.26%,32.31%,-5.05%,,,,,,,,,,,,,,,,,,,,,,,
2014,15.00%,13.46%,1.53%,,,,,,,,,,,,,,,,,,,,,,,
2015,6.31%,1.25%,5.06%,,,,,,,,,,,,,,,,,,,,,,,
2016,23.26%,12.00%,11.26%,,,,,,,,,,,,,,,,,,,,,,,
2017,16.87%,21.70%,-4.83%,,,,,,,,,,,,,,,,,,,,,,,
2018,3.27%,-4.56%,7.83%,,,,,,,,,,,,,,,,,,,,,,,
2019,29.64%,31.22%,-1.59%,,,,,,,,,,,,,,,,,,,,,,,
2020,6.92%,18.37%,-11.45%,,,,,,,,,,,,,,,,,,,,,,,
2021,11.36%,28.74%,-17.39%,,,,,,,,,,,,,,,,,,,,,,,
2022,13.90%,-18.17%,32.07%,,,,,,,,,,,,,,,,,,,,,,,
2023,2.92%,26.19%,-23.27%,,,,,,,,,,,,,,,,,,,,,,,
2024,18.75%,24.89%,-6.14%,,,,,,,,,,,,,,,,,,,,,,,
2025,6.50%,17.71%,-11.21%,,,,,,,,,,,,,,,,,,,,,,,
2026 (YTD),5.51%,8.38%,-2.88%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
date,ticker_id,ticker,sector,vol_60d,realized_return,gross_stock_return,portfolio_daily_return,portfolio_value_usd,stock_weight,entry_exit_flag,transaction_cost_usd,is_rebalance_day,marketcap_usd,marketcap_rank,domestic_mcap_rank,avg_10d_dollar_volume,quarterly_revenue_usd,fcf_ttm,fcf_yield,ebit_ttm,ebit_yield,interest_coverage,rev_growth_yoy,rev_growth_pct_rank,net_debt_to_mcap,net_debt_usd
2001-01-05,GPU,GPU,Utilities,0.15552217679080232,0.023378,0.023378,0.002271,1002271323.24,0.1,1,50000.0,True,4278719354.0,478.0,469.0,18727647.57,1455286000.0,1066162000.0,0.24918,710901000.0,0.16615,2.22,0.0218,0.346,1.611,6894290419.0
2001-01-05,DRE,DRE,Real Estate,0.17955759839704555,-0.020048,-0.020048,0.002271,1002271323.24,0.1,1,50000.0,True,3180720590.0,584.0,575.0,6786359.1,207663000.0,185428000.0,0.0583,229715000.0,0.07222,,0.1821,0.631,0.738,2347744710.0
2001-01-05,EQR,EQR,Real Estate,0.19180563991970015,-0.008142,-0.008142,0.002271,1002271323.24,0.1,1,50000.0,True,7133814556.0,324.0,317.0,24808293.5,537254000.0,827490000.0,0.116,949075000.0,0.13304,3.17,0.2345,0.687,0.81,5776562103.0
2001-01-05,SPK1,SPK1,Real Estate,0.21668040947997086,0.015535,0.015535,0.002271,1002271323.24,0.1,1,50000.0,True,3215265718.0,580.0,571.0,48170472.4,194056000.0,161736000.0,0.0503,455716320.0,0.14174,4.21,0.179,0.629,0.575,1848397324.0
2001-01-05,DTE,DTE,Utilities,0.24603542484538984,0.019429,0.019429,0.002271,1002271323.24,0.1,1,50000.0,True,5133293344.0,422.0,413.0,48491179.0,1547000000.0,329000000.0,0.06409,770000000.0,0.15,1.93,0.0743,0.457,0.912,4679602894.0
2001-01-05,FE,FE,Utilities,0.2603179290327147,0.0,0.0,0.002271,1002271323.24,0.1,1,50000.0,True,6342188831.0,357.0,349.0,17619386.0,1891645000.0,854445000.0,0.13472,2079682000.0,0.32791,4.55,0.0919,0.489,1.161,7364312293.0
2001-01-05,CVX,CVX,Energy,0.2708164199941917,-0.002364,-0.002364,0.002271,1002271323.24,0.1,1,50000.0,True,52714975092.0,54.0,53.0,170234191.5,13586000000.0,3624000000.0,0.06875,8597000000.0,0.16308,27.44,0.335,0.753,0.108,5671203933.0
2001-01-05,KRI,KRI,Consumer Cyclical,0.2805479459109464,-0.010513,-0.010513,0.002271,1002271323.24,0.1,1,50000.0,True,4359574611.0,469.0,460.0,29824146.440000005,812929000.0,378813000.0,0.08689,852307000.0,0.1955,5.2,-0.058,0.22,0.421,1834722020.0
2001-01-05,CINF,CINF,Financial Services,0.2966576213500992,0.009421,0.009421,0.002271,1002271323.24,0.1,1,50000.0,True,6435530927.0,352.0,344.0,18324893.5,599790000.0,657788000.0,0.10221,282474000.0,0.04389,-0.08,0.1142,0.531,0.102,658744153.0
2001-01-05,SPGI,SPGI,Financial Services,0.30419268436815494,0.001031,0.001031,0.002271,1002271323.24,0.1,1,50000.0,True,11751497668.0,217.0,211.0,31749405.5,1391650000.0,813369000.0,0.06921,866385000.0,0.07373,24.55,0.0555,0.417,0.094,1108531570.0
2001-01-08,GPU,GPU,Utilities,0.1617063110396937,-0.003512,-0.003512,-0.004726,997534109.03,0.10205,0,0.0,False,4378747637.0,468.0,459.0,17614272.38,1455286000.0,1066162000.0,0.24349,710901000.0,0.16235,2.22,0.0218,0.346,1.611,7055465757.0
2001-01-08,DRE,DRE,Real Estate,0.18525950633568758,0.002557,0.002557,-0.004726,997534109.03,0.09772,0,0.0,False,3116954734.0,589.0,580.0,6862116.5,207663000.0,185428000.0,0.05949,229715000.0,0.0737,,0.1821,0.631,0.738,2300678033.0
2001-01-08,EQR,EQR,Real Estate,0.19187006277497845,-0.002488,-0.002488,-0.004726,997534109.03,0.09891,0,0.0,False,7075730203.0,324.0,317.0,26344232.0,537254000.0,827490000.0,0.11695,949075000.0,0.13413,3.17,0.2345,0.687,0.81,5729528659.0
2001-01-08,SPK1,SPK1,Real Estate,0.21280300009947964,0.011457,0.011457,-0.004726,997534109.03,0.10127,0,0.0,False,3265213557.0,567.0,558.0,45498826.45999999,194056000.0,161736000.0,0.04953,455716320.0,0.13957,4.21,0.179,0.629,0.575,1877111421.0
2001-01-08,DTE,DTE,Utilities,0.24860900767937386,0.012154,0.012154,-0.004726,997534109.03,0.10166,0,0.0,False,5233029755.0,409.0,401.0,26813718.0,1547000000.0,329000000.0,0.06287,770000000.0,0.14714,1.93,0.0743,0.457,0.912,4770524407.0
2001-01-08,FE,FE,Utilities,0.2603179290327147,-0.006693,-0.006693,-0.004726,997534109.03,0.09972,0,0.0,False,6342188831.0,357.0,349.0,17044528.0,1891645000.0,854445000.0,0.13472,2079682000.0,0.32791,4.55,0.0919,0.489,1.161,7364312293.0
2001-01-08,CVX,CVX,Energy,0.27059340378528096,-0.013003,-0.013003,-0.004726,997534109.03,0.09949,0,0.0,False,52590337474.0,53.0,52.0,167016347.5,13586000000.0,3624000000.0,0.06891,8597000000.0,0.16347,27.44,0.335,0.753,0.108,5657795118.0
2001-01-08,KRI,KRI,Consumer Cyclical,0.2821421393668267,-0.013813,-0.013813,-0.004726,997534109.03,0.09868,0,0.0,False,4313744333.0,473.0,464.0,33661180.7,812929000.0,378813000.0,0.08782,852307000.0,0.19758,5.2,-0.058,0.22,0.421,1815434400.0
2001-01-08,CINF,CINF,Financial Services,0.29547746357678395,-0.006222,-0.006222,-0.004726,997534109.03,0.10066,0,0.0,False,6496157885.0,351.0,343.0,18066090.0,599790000.0,657788000.0,0.10126,282474000.0,0.04348,-0.08,0.1142,0.531,0.102,664949958.0
2001-01-08,SPGI,SPGI,Financial Services,0.30357446534401467,-0.028223,-0.028223,-0.004726,997534109.03,0.09983,0,0.0,False,11763614488.0,218.0,212.0,31048257.5,1391650000.0,813369000.0,0.06914,866385000.0,0.07365,24.55,0.0555,0.417,0.094,1109674563.0
2001-01-09,GPU,GPU,Utilities,0.16207397050999478,-0.008826,-0.008826,-0.001164,996372597.34,0.10218,0,0.0,False,4363368447.0,471.0,462.0,18994672.18,1455286000.0,1066162000.0,0.24434,710901000.0,0.16292,2.22,0.0218,0.346,1.611,7030685305.0
2001-01-09,DRE,DRE,Real Estate,0.18245414093790868,0.010203,0.010203,-0.001164,996372597.34,0.09844,0,0.0,False,3124925466.0,587.0,578.0,7035036.5,207663000.0,185428000.0,0.05934,229715000.0,0.07351,,0.1821,0.631,0.738,2306561367.0
2001-01-09,EQR,EQR,Real Estate,0.1901356217453928,0.0,0.0,-0.001164,996372597.34,0.09913,0,0.0,False,7058128884.0,327.0,320.0,26379387.0,537254000.0,827490000.0,0.11724,949075000.0,0.13447,3.17,0.2345,0.687,0.81,5715276100.0
2001-01-09,SPK1,SPK1,Real Estate,0.21445283247355057,-0.011327,-0.011327,-0.001164,996372597.34,0.10292,0,0.0,False,3302623881.0,567.0,558.0,44033680.20999999,194056000.0,161736000.0,0.04897,455716320.0,0.13799,4.21,0.179,0.629,0.575,1898617930.0
2001-01-09,DTE,DTE,Utilities,0.24897397564326967,-0.003548,-0.003548,-0.001164,996372597.34,0.10339,0,0.0,False,5296629785.0,411.0,403.0,28989934.0,1547000000.0,329000000.0,0.06211,770000000.0,0.14538,1.93,0.0743,0.457,0.912,4828503343.0
2001-01-09,FE,FE,Utilities,0.2587534108890802,-0.00902,-0.00902,-0.001164,996372597.34,0.09953,0,0.0,False,6299743267.0,357.0,349.0,16861138.0,1891645000.0,854445000.0,0.13563,2079682000.0,0.33012,4.55,0.0919,0.489,1.161,7315026092.0
2001-01-09,CVX,CVX,Energy,0.2711034575906799,-0.001493,-0.001493,-0.001164,996372597.34,0.09866,0,0.0,False,51906514870.0,55.0,54.0,170031801.5,13586000000.0,3624000000.0,0.06982,8597000000.0,0.16562,27.44,0.335,0.753,0.108,5584227836.0
2001-01-09,KRI,KRI,Consumer Cyclical,0.28289838435764736,0.002143,0.002143,-0.001164,996372597.34,0.09777,0,0.0,False,4254156832.0,480.0,471.0,35270823.18,812929000.0,378813000.0,0.08905,852307000.0,0.20035,5.2,-0.058,0.22,0.421,1790357067.0
2001-01-09,CINF,CINF,Financial Services,0.2960459851183111,-0.001533,-0.001533,-0.001164,996372597.34,0.10051,0,0.0,False,6455739913.0,351.0,343.0,18779353.9,599790000.0,657788000.0,0.10189,282474000.0,0.04376,-0.08,0.1142,0.531,0.102,660812754.0
2001-01-09,SPGI,SPGI,Financial Services,0.30508283743976605,0.012878,0.012878,-0.001164,996372597.34,0.09747,0,0.0,False,11431613626.0,221.0,215.0,32117332.0,1391650000.0,813369000.0,0.07115,866385000.0,0.07579,24.55,0.0555,0.417,0.094,1078356560.0
2001-01-10,GPU,GPU,Utilities,0.16312768203286218,-0.021365,-0.021365,-0.015703,980726511.16,0.1014,0,0.0,False,4324856923.0,482.0,473.0,21036691.28,1455286000.0,1066162000.0,0.24652,710901000.0,0.16438,2.22,0.0218,0.346,1.611,6968631776.0
2001-01-10,DRE,DRE,Real Estate,0.18159528378860257,-0.005302,-0.005302,-0.015703,980726511.16,0.09956,0,0.0,False,3156808394.0,589.0,580.0,7350843.8,207663000.0,185428000.0,0.05874,229715000.0,0.07277,,0.1821,0.631,0.738,2330094706.0
2001-01-10,EQR,EQR,Real Estate,0.18943228658657377,-0.009476,-0.009476,-0.015703,980726511.16,0.09925,0,0.0,False,7058128884.0,332.0,325.0,26548818.5,537254000.0,827490000.0,0.11724,949075000.0,0.13447,3.17,0.2345,0.687,0.81,5715276100.0
2001-01-10,SPK1,SPK1,Real Estate,0.21543621561988707,-0.010198,-0.010198,-0.015703,980726511.16,0.10187,0,0.0,False,3265213557.0,578.0,569.0,39397956.11,194056000.0,161736000.0,0.04953,455716320.0,0.13957,4.21,0.179,0.629,0.575,1877111421.0
2001-01-10,DTE,DTE,Utilities,0.24906306573715503,-0.071755,-0.071755,-0.015703,980726511.16,0.10314,0,0.0,False,5277838867.0,420.0,412.0,29958778.0,1547000000.0,329000000.0,0.06234,770000000.0,0.14589,1.93,0.0743,0.457,0.912,4811373203.0
2001-01-10,FE,FE,Utilities,0.2594246484780423,-0.051979,-0.051979,-0.015703,980726511.16,0.09874,0,0.0,False,6242920980.0,363.0,355.0,16813133.0,1891645000.0,854445000.0,0.13687,2079682000.0,0.33313,4.55,0.0919,0.489,1.161,7249046178.0
2001-01-10,CVX,CVX,Energy,0.26145727812243674,0.016314,0.016314,-0.015703,980726511.16,0.09863,0,0.0,False,51829037432.0,56.0,55.0,169507525.0,13586000000.0,3624000000.0,0.06992,8597000000.0,0.16587,27.44,0.335,0.753,0.108,5575892627.0
2001-01-10,KRI,KRI,Consumer Cyclical,0.2829254435592379,0.007542,0.007542,-0.015703,980726511.16,0.0981,0,0.0,False,4263274045.0,487.0,478.0,37875005.910000004,812929000.0,378813000.0,0.08885,852307000.0,0.19992,5.2,-0.058,0.22,0.421,1794194036.0
2001-01-10,CINF,CINF,Financial Services,0.2954607434428466,-0.021946,-0.021946,-0.015703,980726511.16,0.10047,0,0.0,False,6445841634.0,358.0,350.0,19234304.5,599790000.0,657788000.0,0.10205,282474000.0,0.04382,-0.08,0.1142,0.531,0.102,659799562.0
2001-01-10,SPGI,SPGI,Financial Services,0.30586075151878006,0.013761,0.013761,-0.015703,980726511.16,0.09884,0,0.0,False,11578832986.0,222.0,216.0,32980153.0,1391650000.0,813369000.0,0.07025,866385000.0,0.07482,24.55,0.0555,0.417,0.094,1092243923.0
2001-01-11,GPU,GPU,Utilities,0.1699156285944326,0.007297,0.007297,0.002021,982708787.38,0.10081,0,0.0,False,4232454684.0,495.0,486.0,21294328.34,1455286000.0,1066162000.0,0.2519,710901000.0,0.16796,2.22,0.0218,0.346,1.611,6819744266.0
2001-01-11,DRE,DRE,Real Estate,0.17406389070724934,0.005331,0.005331,0.002021,982708787.38,0.10061,0,0.0,False,3140069857.0,607.0,598.0,7389087.6,207663000.0,185428000.0,0.05905,229715000.0,0.07316,,0.1821,0.631,0.738,2317739703.0
2001-01-11,EQR,EQR,Real Estate,0.18623535296303984,-0.004783,-0.004783,0.002021,982708787.38,0.09988,0,0.0,False,6991243872.0,341.0,334.0,25292245.5,537254000.0,827490000.0,0.11836,949075000.0,0.13575,3.17,0.2345,0.687,0.81,5661116376.0
2001-01-11,SPK1,SPK1,Real Estate,0.21500256748439267,0.010303,0.010303,0.002021,982708787.38,0.10244,0,0.0,False,3231914997.0,594.0,585.0,27982413.149999995,194056000.0,161736000.0,0.05004,455716320.0,0.14101,4.21,0.179,0.629,0.575,1857968689.0
2001-01-11,DTE,DTE,Utilities,0.29206110428873266,0.018293,0.018293,0.002021,982708787.38,0.09727,0,0.0,False,4899129597.0,447.0,438.0,31470794.0,1547000000.0,329000000.0,0.06715,770000000.0,0.15717,1.93,0.0743,0.457,0.912,4466134994.0
2001-01-11,FE,FE,Utilities,0.28180390120118154,0.023944,0.023944,0.002021,982708787.38,0.0951,0,0.0,False,5918417794.0,387.0,379.0,17825821.0,1891645000.0,854445000.0,0.14437,2079682000.0,0.35139,4.55,0.0919,0.489,1.161,6872245226.0
2001-01-11,CVX,CVX,Energy,0.25784993651752475,-0.006139,-0.006139,0.002021,982708787.38,0.10184,0,0.0,False,52674552081.0,55.0,54.0,179557312.0,13586000000.0,3624000000.0,0.0688,8597000000.0,0.16321,27.44,0.335,0.753,0.108,5666855128.0
2001-01-11,KRI,KRI,Consumer Cyclical,0.270367033336038,-0.005344,-0.005344,0.002021,982708787.38,0.10041,0,0.0,False,4295428503.0,491.0,482.0,38160874.03000001,812929000.0,378813000.0,0.08819,852307000.0,0.19842,5.2,-0.058,0.22,0.421,1807726203.0
2001-01-11,CINF,CINF,Financial Services,0.2984675794426417,-0.030485,-0.030485,0.002021,982708787.38,0.09984,0,0.0,False,6304378733.0,366.0,359.0,20239909.9,599790000.0,657788000.0,0.10434,282474000.0,0.04481,-0.08,0.1142,0.531,0.102,645319349.0
2001-01-11,SPGI,SPGI,Financial Services,0.3051664254475941,0.003148,0.003148,0.002021,982708787.38,0.1018,0,0.0,False,11738169166.0,226.0,219.0,32456713.5,1391650000.0,813369000.0,0.06929,866385000.0,0.07381,24.55,0.0555,0.417,0.094,1107274278.0
2001-01-12,GPU,GPU,Utilities,0.17035529724770312,-0.007244,-0.007244,-0.00045,982266672.22,0.1,0,659.64,True,4263340164.0,487.0,478.0,23283079.11,1455286000.0,1066162000.0,0.25008,710901000.0,0.16675,2.22,0.0218,0.346,1.611,6869509967.0
2001-01-12,DRE,DRE,Real Estate,0.16744203347761652,0.0,0.0,-0.00045,982266672.22,0.1,0,463.65,True,3156808394.0,605.0,596.0,7255344.1,207663000.0,185428000.0,0.05874,229715000.0,0.07277,,0.1821,0.631,0.738,2330094706.0
2001-01-12,EQR,EQR,Real Estate,0.18391830050320146,-0.007083,-0.007083,-0.00045,982266672.22,0.1,0,393.3,True,6957801367.0,342.0,335.0,22751223.5,537254000.0,827490000.0,0.11893,949075000.0,0.1364,3.17,0.2345,0.687,0.81,5634036514.0
2001-01-12,DTE,DTE,Utilities,0.29472393027846083,-0.021731,-0.021731,-0.00045,982266672.22,0.1,0,567.4,True,4988747821.0,445.0,436.0,33510008.0,1547000000.0,329000000.0,0.06595,770000000.0,0.15435,1.93,0.0743,0.457,0.912,4547832585.0
2001-01-12,FE,FE,Utilities,0.2839513061660168,-0.023385,-0.023385,-0.00045,982266672.22,0.1,0,1382.37,True,6060131211.0,376.0,368.0,18433234.0,1891645000.0,854445000.0,0.14099,2079682000.0,0.34317,4.55,0.0919,0.489,1.161,7036797540.0
2001-01-12,CVX,CVX,Energy,0.257191910909127,0.000772,0.000772,-0.00045,982266672.22,0.1,0,494.44,True,52351167992.0,57.0,56.0,177577480.5,13586000000.0,3624000000.0,0.06922,8597000000.0,0.16422,27.44,0.335,0.753,0.108,5632064690.0
2001-01-12,KRI,KRI,Consumer Cyclical,0.2662427189724609,0.00322,0.00322,-0.00045,982266672.22,0.1,0,158.84,True,4272472662.0,484.0,475.0,39023766.53,812929000.0,378813000.0,0.08866,852307000.0,0.19949,5.2,-0.058,0.22,0.421,1798065264.0
2001-01-12,PSA,PSA,Real Estate,0.2002145836931038,0.012352,0.012352,-0.00045,982266672.22,0.1,1,49135.44,True,3337897347.0,581.0,572.0,5017807.0,195966000.0,227872000.0,0.06827,303550000.0,0.09094,121.85,0.095,0.497,0.02,65984615.0
2001-01-12,MRO,MRO,Energy,0.29170150311346527,0.011169,0.011169,-0.00045,982266672.22,0.1,1,49135.44,True,8668933601.0,279.0,272.0,73013475.85,10693000000.0,762000000.0,0.0879,2388000000.0,0.27547,8.43,0.3691,0.769,0.437,3788423248.0
2001-01-12,COP,COP,Energy,0.29683284054556786,0.030473,0.030473,-0.00045,982266672.22,0.1,1,49135.44,True,14073341706.0,192.0,187.0,62734325.5,5225000000.0,1554000000.0,0.11042,3184000000.0,0.22624,10.47,0.3863,0.776,0.502,7070435252.0
2001-01-12,CINF,CINF,Financial Services,0.30528921777787704,,,-0.00045,982266672.22,,-1,49135.44,True,6112187153.0,372.0,364.0,20939392.6,599790000.0,657788000.0,0.10762,282474000.0,0.04621,-0.08,,,0.102,625646523.0
2001-01-12,SPK1,SPK1,Real Estate,0.2162638286598033,,,-0.00045,982266672.22,,-1,49135.44,True,3265213557.0,594.0,585.0,21597295.769999996,194056000.0,161736000.0,0.04953,455716320.0,0.13957,4.21,,,0.575,1877111421.0
2001-01-12,SPGI,SPGI,Financial Services,0.30447166507977547,,,-0.00045,982266672.22,,-1,49135.44,True,11775125467.0,224.0,217.0,34523497.5,1391650000.0,813369000.0,0.06908,866385000.0,0.07358,24.55,,,0.094,1110760406.0
2001-01-16,GPU,GPU,Utilities,0.17125326851680303,-0.010901,-0.010901,-0.006777,975609434.56,0.09929,0,0.0,False,4232454684.0,491.0,482.0,23686966.330000002,1455286000.0,1066162000.0,0.2519,710901000.0,0.16796,2.22,0.0218,0.346,1.611,6819744266.0
2001-01-16,DRE,DRE,Real Estate,0.16436492224844013,-0.002525,-0.002525,-0.006777,975609434.56,0.10001,0,0.0,False,3156808394.0,602.0,593.0,7021591.3,207663000.0,185428000.0,0.05874,229715000.0,0.07277,,0.1821,0.631,0.738,2330094706.0
2001-01-16,EQR,EQR,Real Estate,0.18134079204664263,0.007134,0.007134,-0.006777,975609434.56,0.09931,0,0.0,False,6908517674.0,337.0,330.0,22884038.5,537254000.0,827490000.0,0.11978,949075000.0,0.13738,3.17,0.2345,0.687,0.81,5594129349.0
2001-01-16,DTE,DTE,Utilities,0.29513458208292687,0.001777,0.001777,-0.006777,975609434.56,0.09784,0,0.0,False,4880338679.0,450.0,441.0,34426295.0,1547000000.0,329000000.0,0.06741,770000000.0,0.15778,1.93,0.0743,0.457,0.912,4449004854.0
2001-01-16,FE,FE,Utilities,0.2844830288698668,-0.016773,-0.016773,-0.006777,975609434.56,0.09768,0,0.0,False,5918417794.0,383.0,375.0,19041919.0,1891645000.0,854445000.0,0.14437,2079682000.0,0.35139,4.55,0.0919,0.489,1.161,6872245226.0
2001-01-16,CVX,CVX,Energy,0.25704304405853956,-0.009259,-0.009259,-0.006777,975609434.56,0.10009,0,0.0,False,52391591003.0,56.0,55.0,187579286.5,13586000000.0,3624000000.0,0.06917,8597000000.0,0.16409,27.44,0.335,0.753,0.108,5636413494.0
2001-01-16,KRI,KRI,Consumer Cyclical,0.26623583784602206,0.002146,0.002146,-0.006777,975609434.56,0.10034,0,0.0,False,4286229886.0,488.0,479.0,39973020.13,812929000.0,378813000.0,0.08838,852307000.0,0.19885,5.2,-0.058,0.22,0.421,1803854976.0
2001-01-16,PSA,PSA,Real Estate,0.1896017194510355,0.005101,0.005101,-0.006777,975609434.56,0.10125,0,0.0,False,3379126817.0,573.0,564.0,4964257.0,195966000.0,227872000.0,0.06744,303550000.0,0.08983,121.85,0.095,0.497,0.02,66799652.0
2001-01-16,MRO,MRO,Energy,0.28305826594566763,-0.019921,-0.019921,-0.006777,975609434.56,0.10113,0,0.0,False,8765754559.0,279.0,272.0,71540614.6,10693000000.0,762000000.0,0.08693,2388000000.0,0.27242,8.43,0.3691,0.769,0.437,3830735115.0
2001-01-16,COP,COP,Energy,0.30382292483046863,-0.024033,-0.024033,-0.006777,975609434.56,0.10306,0,0.0,False,14502194479.0,189.0,183.0,67564770.5,5225000000.0,1554000000.0,0.10716,3184000000.0,0.21955,10.47,0.3863,0.776,0.502,7285890531.0
2001-01-17,GPU,GPU,Utilities,0.17305674413437666,0.009199,0.009199,0.002858,978398068.89,0.09888,0,0.0,False,4186317115.0,496.0,487.0,28052487.51,1455286000.0,1066162000.0,0.25468,710901000.0,0.16982,2.22,0.0218,0.346,1.611,6745402909.0
2001-01-17,DRE,DRE,Real Estate,0.1627818178813497,-0.007594,-0.007594,0.002858,978398068.89,0.10044,0,0.0,False,3148837662.0,606.0,597.0,6257852.2,207663000.0,185428000.0,0.05889,229715000.0,0.07295,,0.1821,0.631,0.738,2324211371.0
2001-01-17,EQR,EQR,Real Estate,0.18047046312103313,-0.002277,-0.002277,0.002858,978398068.89,0.1007,0,0.0,False,6957801367.0,340.0,333.0,22759859.5,537254000.0,827490000.0,0.11893,949075000.0,0.1364,3.17,0.2345,0.687,0.81,5634036514.0
2001-01-17,DTE,DTE,Utilities,0.2936124183451499,0.027791,0.027791,0.002858,978398068.89,0.09868,0,0.0,False,4889011410.0,450.0,441.0,34384409.0,1547000000.0,329000000.0,0.06729,770000000.0,0.1575,1.93,0.0743,0.457,0.912,4456911072.0
2001-01-17,FE,FE,Utilities,0.28583732151191976,0.046118,0.046118,0.002858,978398068.89,0.09669,0,0.0,False,5819149943.0,392.0,384.0,20519290.0,1891645000.0,854445000.0,0.14683,2079682000.0,0.35739,4.55,0.0919,0.489,1.161,6756979111.0
2001-01-17,CVX,CVX,Energy,0.2576900042220636,-0.010124,-0.010124,0.002858,978398068.89,0.09984,0,0.0,False,51906514870.0,57.0,56.0,192929695.0,13586000000.0,3624000000.0,0.06982,8597000000.0,0.16562,27.44,0.335,0.753,0.108,5584227836.0
2001-01-17,KRI,KRI,Consumer Cyclical,0.265732606472622,-0.008547,-0.008547,0.002858,978398068.89,0.10124,0,0.0,False,4295428503.0,491.0,482.0,40235582.35,812929000.0,378813000.0,0.08819,852307000.0,0.19842,5.2,-0.058,0.22,0.421,1807726203.0
2001-01-17,PSA,PSA,Real Estate,0.1888142582192243,0.004677,0.004677,0.002858,978398068.89,0.10246,0,0.0,False,3396362088.0,577.0,568.0,5101105.0,195966000.0,227872000.0,0.06709,303550000.0,0.08938,121.85,0.095,0.497,0.02,67140364.0
2001-01-17,MRO,MRO,Energy,0.28522972430038285,-0.022942,-0.022942,0.002858,978398068.89,0.09979,0,0.0,False,8591131046.0,285.0,278.0,65563063.5,10693000000.0,762000000.0,0.0887,2388000000.0,0.27796,8.43,0.3691,0.769,0.437,3754422641.0
2001-01-17,COP,COP,Energy,0.30716108626869576,-0.005675,-0.005675,0.002858,978398068.89,0.10127,0,0.0,False,14153656889.0,195.0,189.0,74622066.5,5225000000.0,1554000000.0,0.10979,3184000000.0,0.22496,10.47,0.3863,0.776,0.502,7110785534.0
2001-01-18,GPU,GPU,Utilities,0.1706103942427532,-0.00728,-0.00728,0.003895,982209164.5,0.0995,0,0.0,False,4224828639.0,492.0,483.0,29221757.669999998,1455286000.0,1066162000.0,0.25236,710901000.0,0.16827,2.22,0.0218,0.346,1.611,6807456438.0
2001-01-18,DRE,DRE,Real Estate,0.16328621903590554,0.004846,0.004846,0.003895,982209164.5,0.0994,0,0.0,False,3124925466.0,609.0,600.0,5838627.8,207663000.0,185428000.0,0.05934,229715000.0,0.07351,,0.1821,0.631,0.738,2306561367.0
2001-01-18,EQR,EQR,Real Estate,0.17877069310826607,-0.002535,-0.002535,0.003895,982209164.5,0.10018,0,0.0,False,6941960179.0,346.0,339.0,21786130.5,537254000.0,827490000.0,0.1192,949075000.0,0.13672,3.17,0.2345,0.687,0.81,5621209211.0
